epoch,train_loss,train_accuracy_pct,val_loss,val_accuracy_pct,seconds,learning_rate
34,0.015896,99.680317,0.006039,99.86014,25.57,1e-05
35,0.009033,99.741209,0.005699,99.86014,25.5,1e-05
36,0.01065,99.634648,0.005753,99.86014,25.24,1e-05
37,0.008262,99.741209,0.004977,99.72028,25.16,1e-05
38,0.007829,99.725986,0.004326,99.72028,25.48,1e-05
39,0.009704,99.741209,0.004084,100.0,25.25,1e-05
40,0.009767,99.665094,0.004323,99.86014,25.19,1e-05
41,0.007897,99.756432,0.003993,99.86014,25.46,1e-05
42,0.008126,99.710763,0.003352,99.86014,25.47,1e-05
43,0.009753,99.710763,0.004284,100.0,25.41,1e-05
44,0.008231,99.69554,0.00298,100.0,25.31,1e-05
45,0.007875,99.725986,0.003055,100.0,25.62,1e-05
46,0.007854,99.771655,0.004264,99.86014,25.62,1e-05
47,0.009325,99.710763,0.004709,100.0,25.42,1e-05
48,0.007632,99.741209,0.002589,100.0,25.66,1e-05
49,0.007041,99.741209,0.002268,100.0,25.38,1e-05
50,0.008926,99.710763,0.003609,100.0,25.36,1e-05
51,0.007838,99.756432,0.003624,100.0,25.43,1e-05
52,0.008793,99.710763,0.002879,100.0,25.32,1e-05
53,0.00772,99.741209,0.002213,100.0,25.47,1e-05
54,0.006902,99.756432,0.002898,100.0,25.3,1e-05
55,0.006857,99.756432,0.002015,100.0,25.29,1e-05
56,0.007755,99.741209,0.003855,99.86014,25.42,1e-05
57,0.0077,99.741209,0.001746,100.0,25.34,1e-05
58,0.007724,99.756432,0.003396,100.0,25.67,1e-05
59,0.007666,99.741209,0.00253,100.0,25.7,1e-05
60,0.007254,99.756432,0.004065,100.0,25.47,1e-05
61,0.006838,99.756432,0.002457,100.0,25.53,1e-05
62,0.007769,99.725986,0.00272,99.86014,25.32,1e-05
63,0.007685,99.771655,0.002529,100.0,25.64,1e-05
64,0.00771,99.741209,0.00251,100.0,25.43,1e-05
65,0.00876,99.741209,0.003657,100.0,25.43,1e-05
66,0.007491,99.741209,0.002571,100.0,25.61,1e-05
67,0.007799,99.741209,0.002299,100.0,25.39,1e-05
68,0.007,99.756432,0.002815,100.0,25.37,1e-05
69,0.00813,99.756432,0.004095,100.0,25.52,1.0000000000000002e-06
70,0.006677,99.756432,0.003748,100.0,25.94,1.0000000000000002e-06
71,0.007149,99.756432,0.00359,100.0,25.1,1.0000000000000002e-06
72,0.006768,99.756432,0.003424,100.0,52.77,1.0000000000000002e-06
73,0.006883,99.756432,0.00329,100.0,28.45,1.0000000000000002e-06
74,0.006704,99.756432,0.003064,100.0,26.32,1.0000000000000002e-06
75,0.007408,99.741209,0.002998,100.0,26.2,1.0000000000000002e-06
76,0.007167,99.756432,0.002958,100.0,25.95,1.0000000000000002e-06
77,0.007079,99.756432,0.002802,100.0,25.99,1.0000000000000002e-06
78,0.006963,99.771655,0.002834,100.0,25.93,1.0000000000000002e-06
79,0.006924,99.756432,0.002726,100.0,26.87,1.0000000000000002e-06
80,0.007096,99.741209,0.002826,100.0,25.65,1.0000000000000002e-06
81,0.006482,99.741209,0.002704,100.0,25.82,1.0000000000000002e-06
82,0.006944,99.756432,0.002695,100.0,25.72,1.0000000000000002e-06
83,0.007169,99.771655,0.002738,100.0,25.88,1.0000000000000002e-06
84,0.007016,99.756432,0.002734,100.0,25.78,1.0000000000000002e-06
85,0.007197,99.756432,0.002718,100.0,25.81,1.0000000000000002e-06
86,0.00659,99.756432,0.002671,100.0,25.79,1.0000000000000002e-06
87,0.006306,99.756432,0.002462,100.0,25.55,1.0000000000000002e-06
88,0.00744,99.756432,0.002585,100.0,25.86,1.0000000000000002e-06
89,0.00659,99.756432,0.002513,100.0,25.51,1.0000000000000002e-06
90,0.006058,99.756432,0.002297,100.0,25.71,1.0000000000000002e-06
91,0.006659,99.756432,0.002185,100.0,25.79,1.0000000000000002e-06
92,0.006547,99.771655,0.002248,100.0,25.74,1.0000000000000002e-06
93,0.007411,99.756432,0.002709,100.0,26.0,1.0000000000000002e-06
94,0.006813,99.725986,0.002683,100.0,25.49,1.0000000000000002e-06
95,0.00615,99.756432,0.002421,100.0,25.68,1.0000000000000002e-06
96,0.006879,99.756432,0.002367,100.0,25.98,1.0000000000000002e-06
97,0.006838,99.741209,0.002162,100.0,26.0,1.0000000000000002e-06
98,0.006268,99.756432,0.002197,100.0,25.79,1.0000000000000002e-06
99,0.006321,99.756432,0.002199,100.0,25.86,1.0000000000000002e-06
