epoch,train_loss,train_accuracy_pct,val_loss,val_accuracy_pct,seconds,learning_rate
0,0.248479,87.697874,0.025975,99.300699,18.74,0.0001
1,0.055094,98.492387,0.020553,99.58042,19.0,0.0001
2,0.043875,98.522539,0.015407,99.58042,19.42,0.0001
3,0.035092,98.959747,0.043567,98.041958,19.9,0.0001
4,0.042671,98.824062,0.034981,99.58042,20.13,0.0001
5,0.031892,99.200965,0.018181,99.58042,20.18,0.0001
6,0.033727,99.095432,0.024016,99.440559,19.93,0.0001
7,0.025564,99.321574,0.010534,99.72028,19.71,0.0001
8,0.009963,99.72863,0.012892,99.58042,19.69,0.0001
9,0.017497,99.502488,0.012613,99.58042,19.64,0.0001
10,0.022347,99.306498,0.321807,92.727273,19.5,0.0001
11,0.02351,99.276346,0.035781,99.58042,19.69,0.0001
12,0.022745,99.216041,0.142655,95.664336,19.76,0.0001
13,0.012433,99.577868,0.010676,99.58042,19.75,0.0001
14,0.026972,99.155736,0.022612,99.58042,19.64,0.0001
15,0.021039,99.291422,0.009112,99.58042,19.77,0.0001
16,0.013624,99.562792,0.015792,99.58042,19.68,0.0001
17,0.012221,99.53264,0.008195,99.58042,19.72,0.0001
18,0.019792,99.231117,0.011274,99.440559,19.82,0.0001
19,0.010169,99.743706,0.011527,99.58042,19.72,0.0001
20,0.045498,98.959747,0.3184,88.531469,19.7,0.0001
21,0.05206,97.829037,0.026959,99.58042,19.73,0.0001
22,0.011055,99.608021,0.011484,99.58042,19.62,0.0001
23,0.010612,99.562792,0.005644,99.72028,19.75,0.0001
24,0.008617,99.608021,0.022171,99.58042,19.61,0.0001
25,0.009367,99.638173,0.004579,99.72028,20.26,0.0001
26,0.012159,99.668325,0.008241,99.72028,19.81,0.0001
27,0.023003,99.381878,0.015338,99.58042,19.65,0.0001
28,0.011257,99.577868,0.010245,99.72028,19.79,0.0001
29,0.01263,99.517564,0.019334,99.300699,19.61,0.0001
30,0.01471,99.502488,0.005783,99.72028,19.64,0.0001
31,0.010003,99.668325,0.046618,98.321678,19.76,0.0001
32,0.009228,99.72863,0.009543,99.58042,19.61,0.0001
33,0.018272,99.517564,0.017433,99.440559,19.84,0.0001
34,0.019147,99.351726,0.004771,99.86014,19.68,1e-05
35,0.003899,99.849239,0.004971,99.86014,19.94,1e-05
36,0.003616,99.849239,0.004451,99.86014,19.73,1e-05
37,0.004067,99.879391,0.003684,99.86014,19.69,1e-05
38,0.003305,99.80401,0.005685,99.86014,19.93,1e-05
39,0.003394,99.834163,0.004821,99.86014,19.7,1e-05
40,0.003047,99.864315,0.002965,99.86014,19.69,1e-05
41,0.002884,99.864315,0.007431,99.86014,19.93,1e-05
42,0.002167,99.879391,0.006245,99.86014,19.68,1e-05
43,0.002312,99.894467,0.008233,99.86014,19.82,1e-05
44,0.001704,99.939695,0.004998,99.86014,19.96,1e-05
45,0.0014,99.939695,0.006992,99.86014,19.86,1e-05
46,0.001676,99.924619,0.011789,99.86014,19.76,1e-05
47,0.002133,99.894467,0.006085,99.86014,19.78,1e-05
48,0.001889,99.939695,0.003787,99.86014,19.99,1e-05
49,0.001472,99.954772,0.005359,99.86014,20.35,1e-05
50,0.00351,99.924619,0.009949,99.86014,19.75,1e-05
51,0.001636,99.939695,0.00618,99.86014,19.69,1e-05
52,0.000932,99.984924,0.010599,99.86014,19.61,1e-05
53,0.000597,99.969848,0.010213,99.86014,19.63,1e-05
54,0.001433,99.939695,0.014787,99.86014,19.7,1e-05
55,0.001205,99.954772,0.006159,99.86014,19.75,1e-05
56,0.000676,99.954772,0.013017,99.86014,20.14,1e-05
57,0.001651,99.909543,0.00836,99.86014,19.6,1e-05
58,0.000668,99.954772,0.009252,99.86014,19.89,1e-05
59,0.000365,99.984924,0.01435,99.86014,19.59,1e-05
60,0.003514,99.864315,0.018087,99.72028,19.69,1e-05
61,0.000622,99.969848,0.010519,99.86014,19.85,1e-05
62,0.000798,99.954772,0.018387,99.72028,19.6,1e-05
63,0.000257,100.0,0.011719,99.86014,19.75,1e-05
64,0.000188,100.0,0.010847,99.86014,19.78,1e-05
65,0.00106,99.969848,0.019977,99.72028,19.78,1e-05
66,0.000669,99.939695,0.007908,99.86014,19.64,1e-05
67,0.001537,99.954772,0.010212,99.86014,19.75,1e-05
68,0.00015,100.0,0.009183,99.86014,19.85,1e-05
69,0.0002,100.0,0.010939,99.86014,19.75,1.0000000000000002e-06
70,0.000225,99.984924,0.00931,99.86014,19.65,1.0000000000000002e-06
71,0.000116,100.0,0.010733,99.86014,19.82,1.0000000000000002e-06
72,7.5e-05,100.0,0.011163,99.86014,19.7,1.0000000000000002e-06
73,0.000177,99.984924,0.010118,99.86014,19.63,1.0000000000000002e-06
74,0.000136,100.0,0.011114,99.86014,19.63,1.0000000000000002e-06
75,0.000294,99.984924,0.009144,99.86014,19.76,1.0000000000000002e-06
76,3.2e-05,100.0,0.009752,99.86014,19.72,1.0000000000000002e-06
77,3.5e-05,100.0,0.010418,99.86014,19.65,1.0000000000000002e-06
78,7.1e-05,100.0,0.008586,99.86014,19.75,1.0000000000000002e-06
79,0.000281,99.984924,0.011265,99.86014,19.74,1.0000000000000002e-06
80,3.7e-05,100.0,0.011592,99.86014,19.84,1.0000000000000002e-06
81,2.1e-05,100.0,0.011605,99.86014,21.28,1.0000000000000002e-06
82,2.3e-05,100.0,0.011425,99.86014,19.61,1.0000000000000002e-06
83,0.00014,100.0,0.0088,99.86014,19.68,1.0000000000000002e-06
84,0.000557,99.984924,0.012018,99.86014,19.85,1.0000000000000002e-06
85,2.5e-05,100.0,0.011769,99.86014,19.69,1.0000000000000002e-06
86,2.4e-05,100.0,0.011617,99.86014,20.1,1.0000000000000002e-06
87,8.2e-05,100.0,0.013662,99.86014,19.74,1.0000000000000002e-06
88,3.9e-05,100.0,0.014108,99.86014,19.93,1.0000000000000002e-06
89,6.6e-05,100.0,0.012709,99.86014,19.64,1.0000000000000002e-06
90,1.8e-05,100.0,0.012771,99.86014,20.33,1.0000000000000002e-06
